country_name,year,mental_health_value,indicator_code
BRN,2010,0.291595745,MH_12
SYC,2004,8.818935449,MH_12
POL,2010,3.760138257,MH_12
SVN,2005,8.104246862,MH_12
THA,2016,3.378931053,MH_12
MDV,2020,2.352084666,MH_12
CIV,2018,13.42040842,MH_12
BTN,2017,5.707120784,MH_12
SUR,2015,41.90195406,MH_12
TLS,2005,2.546610451,MH_12
GRD,2008,0.685386011,MH_12
JAM,2008,0.36956051,MH_12
HRV,2021,4.214038663,MH_12
WB_HI,2015,12.9292326,MH_12
WSM,2004,12.60656118,MH_12
BIH,2018,7.348396762,MH_12
TKM,2019,3.923880233,MH_12
GLOBAL,2006,7.912030448,MH_12
FJI,2012,14.45664233,MH_12
YEM,2009,4.810260167,MH_12
AZE,2020,0.896078272,MH_12
MRT,2004,6.704996829,MH_12
CPV,2005,32.23029837,MH_12
DOM,2006,8.858741361,MH_12
MRT,2007,6.515781944,MH_12
NLD,2005,8.273851964,MH_12
SAU,2017,1.402981053,MH_12
SRB,2008,13.67518676,MH_12
LBR,2020,13.57522856,MH_12
SLV,2009,3.640711135,MH_12
CHE,2019,5.835273987,MH_12
SLV,2009,10.22891296,MH_12
MKD,2018,1.713645912,MH_12
IDN,2016,1.729215225,MH_12
WB_UMI,2014,10.12897148,MH_12
PAN,2014,7.126831727,MH_12
THA,2002,11.2289959,MH_12
BRB,2011,3.827136917,MH_12
OMN,2012,1.759220236,MH_12
ARM,2009,8.111578817,MH_12
GBR,2017,3.345249144,MH_12
ZMB,2007,4.794387547,MH_12
SVK,2000,12.7081528,MH_12
ARE,2011,2.886692904,MH_12
BHR,2001,15.51607907,MH_12
SEAR,2009,10.42674698,MH_12
LTU,2001,42.32335054,MH_12
ZMB,2019,4.042013886,MH_12
ETH,2013,9.839045721,MH_12
KAZ,2008,31.77022298,MH_12
UKR,2011,5.299108215,MH_12
NIC,2020,3.664614442,MH_12
SVK,2015,8.882167997,MH_12
KGZ,2001,27.23669473,MH_12
SAU,2018,2.118120899,MH_12
VNM,2009,7.35022575,MH_12
KWT,2021,2.160736258,MH_12
FRA,2013,19.39868361,MH_12
LBN,2021,0.553290995,MH_12
TUN,2008,3.954581091,MH_12
GNB,2005,20.34683318,MH_12
MUS,2001,13.67349942,MH_12
ROU,2008,9.526224718,MH_12
PAK,2005,4.241730581,MH_12
BHR,2009,7.932672588,MH_12
BHR,2004,4.254068151,MH_12
GBR,2011,7.515029984,MH_12
KGZ,2012,5.017586488,MH_12
ERI,2007,10.67725691,MH_12
BTN,2016,5.652837439,MH_12
KOR,2010,28.7240883,MH_12
TUR,2007,4.602508014,MH_12
GEO,2019,12.08955646,MH_12
SLE,2020,6.420382282,MH_12
MOZ,2008,28.66548362,MH_12
DNK,2015,11.49713994,MH_12
MNG,2011,38.4451835,MH_12
ARE,2000,1.464717726,MH_12
TJK,2012,5.59792761,MH_12
DNK,2018,11.66076874,MH_12
ATG,2004,2.028575303,MH_12
ZMB,2018,3.933418606,MH_12
MEX,2000,7.223902812,MH_12
MUS,2008,1.86642594,MH_12
DZA,2013,3.029046405,MH_12
CMR,2012,5.913865667,MH_12
GBR,2020,8.120057441,MH_12
SVK,2017,7.144925509,MH_12
GMB,2018,12.33681117,MH_12
ARM,2006,5.631823655,MH_12
AUS,2012,16.1489097,MH_12
EMR,2014,6.349628302,MH_12
SGP,2009,5.380864566,MH_12
COL,2005,4.52639412,MH_12
GRD,2012,1.738114699,MH_12
IRN,2008,6.183670523,MH_12
MKD,2019,1.803601967,MH_12
MOZ,2021,18.95738189,MH_12
SOM,2012,9.832712836,MH_12
KEN,2020,16.93059351,MH_12
AMR,2012,13.34929923,MH_12
WSM,2000,13.99548783,MH_12
SYR,2006,0.838089198,MH_12
GMB,2021,11.43873372,MH_12
MLT,2019,5.402164264,MH_12
CHE,2004,19.39336925,MH_12
MDA,2006,5.38117,MH_12
FJI,2021,11.83161136,MH_12
WB_LI,2007,16.43690635,MH_12
ARM,2016,1.646610533,MH_12
GAB,2016,24.03814903,MH_12
QAT,2002,3.847155124,MH_12
VCT,2014,1.243039215,MH_12
EMR,2005,5.239296755,MH_12
STP,2004,2.082250473,MH_12
WB_LI,2015,5.438292564,MH_12
STP,2021,0.653162775,MH_12
SWZ,2006,42.11552993,MH_12
PRK,2010,9.08541506,MH_12
PSE,2000,1.464143848,MH_12
HUN,2005,20.4928442,MH_12
BGR,2007,8.522121877,MH_12
MDV,2000,1.253165759,MH_12
GEO,2008,3.018249897,MH_12
ZMB,2015,19.4221463,MH_12
BEN,2003,20.08745518,MH_12
GRD,2018,0.098637456,MH_12
ISL,2017,2.01490757,MH_12
GIN,2008,11.45305553,MH_12
GBR,2011,11.78834082,MH_12
MAR,2017,3.405331114,MH_12
BGD,2008,2.814251613,MH_12
AZE,2013,1.117850211,MH_12
AGO,2007,25.35497309,MH_12
CAN,2013,10.9424493,MH_12
BTN,2000,5.997578484,MH_12
LTU,2005,11.04418584,MH_12
MYS,2020,4.333297343,MH_12
WSM,2003,7.293673176,MH_12
DOM,2013,1.825874659,MH_12
MNE,2007,5.691785715,MH_12
TUR,2006,1.235334163,MH_12
GRD,2021,0.54740721,MH_12
AFR,2009,11.34566046,MH_12
KOR,2000,8.575240501,MH_12
IRN,2003,4.762578502,MH_12
TZA,2002,9.172803029,MH_12
TLS,2018,2.647865123,MH_12
EGY,2021,0.726116921,MH_12
KOR,2021,28.15592392,MH_12
LAO,2005,6.465099624,MH_12
URY,2005,6.008836805,MH_12
SEAR,2012,12.6313667,MH_12
ISL,2008,14.23710538,MH_12
TCD,2004,11.15564721,MH_12
MOZ,2019,9.332594882,MH_12
ARG,2007,8.182204731,MH_12
BRN,2001,1.04396429,MH_12
HUN,2002,22.83483573,MH_12
GTM,2004,11.99652147,MH_12
NER,2013,5.769565734,MH_12
LVA,2002,47.8855369,MH_12
MRT,2001,4.998811767,MH_12
TZA,2016,11.84141714,MH_12
MMR,2000,6.814839641,MH_12
GNQ,2021,5.011243925,MH_12
BLZ,2000,15.54616528,MH_12
BRN,2001,0.152766487,MH_12
TON,2007,4.061672229,MH_12
LUX,2018,4.869935095,MH_12
SLB,2000,32.00687414,MH_12
SUR,2012,40.53326038,MH_12
RWA,2011,6.891504373,MH_12
URY,2004,14.02437282,MH_12
NLD,2004,8.097134191,MH_12
WPR,2005,10.76767228,MH_12
SYR,2012,0.29079521,MH_12
BDI,2011,14.3174733,MH_12
CHL,2004,10.06532135,MH_12
MYS,2000,2.751644014,MH_12
SVN,2019,21.84839651,MH_12
JPN,2009,29.08502691,MH_12
SVK,2021,13.52893964,MH_12
WB_UMI,2018,6.999795084,MH_12
MOZ,2003,12.18133797,MH_12
GAB,2017,13.48192518,MH_12
LTU,2002,78.84509109,MH_12
EGY,2015,1.09588894,MH_12
COM,2000,15.52881091,MH_12
GNB,2015,6.260610967,MH_12
CUB,2010,18.36413384,MH_12
MEX,2001,4.332794872,MH_12
KEN,2005,17.38391952,MH_12
MEX,2010,4.665951813,MH_12
KGZ,2020,8.013196665,MH_12
CMR,2011,5.688525753,MH_12
MRT,2008,3.012218412,MH_12
AUT,2019,16.57132289,MH_12
GMB,2012,5.395602274,MH_12
GTM,2021,7.948148968,MH_12
MAR,2021,2.961518346,MH_12
CIV,2005,10.94246298,MH_12
STP,2011,1.913229405,MH_12
GNB,2012,6.241288899,MH_12
YEM,2014,7.542508964,MH_12
NZL,2017,6.352646513,MH_12
IDN,2003,1.662297805,MH_12
MUS,2015,3.972715409,MH_12
WB_LMI,2004,14.96852509,MH_12
BFA,2021,15.38288994,MH_12
DNK,2010,12.79042841,MH_12
MLT,2010,1.126661514,MH_12
ECU,2014,10.65511618,MH_12
LSO,2013,30.75878494,MH_12
LBN,2009,1.060245363,MH_12
GUY,2011,13.61618223,MH_12
STP,2008,1.988625111,MH_12
KHM,2013,5.254212923,MH_12
BRA,2003,4.98859675,MH_12
EUR,2004,17.14678993,MH_12
BFA,2001,17.099969,MH_12
SAU,2015,1.27108849,MH_12
ITA,2009,5.012165259,MH_12
PRT,2018,7.593693382,MH_12
SWZ,2006,10.70197581,MH_12
SLE,2011,13.31793873,MH_12
EUR,2017,18.55643078,MH_12
ERI,2017,10.28467463,MH_12
SUR,2013,12.59072458,MH_12
MYS,2005,5.189094428,MH_12
COD,2021,6.846054973,MH_12
ARE,2011,0.837498494,MH_12
CAF,2002,23.72552474,MH_12
FIN,2018,13.68195857,MH_12
MYS,2019,5.467817126,MH_12
CRI,2011,10.7577636,MH_12
FJI,2019,6.084263785,MH_12
TUR,2002,4.385837243,MH_12
BOL,2005,7.371231876,MH_12
PRY,2002,3.398433326,MH_12
NOR,2014,5.388239513,MH_12
EST,2001,45.85881682,MH_12
AUS,2000,18.89622054,MH_12
AFG,2002,4.757103085,MH_12
SLB,2020,22.28753897,MH_12
BGR,2008,4.084177128,MH_12
TJK,2002,4.490213023,MH_12
URY,2007,25.83228432,MH_12
TTO,2006,10.59776805,MH_12
SVN,2010,5.070216293,MH_12
LCA,2020,1.076634636,MH_12
SSD,2018,5.392507467,MH_12
GRD,2009,0.0,MH_12
MRT,2011,6.431653608,MH_12
MAR,2012,3.989312779,MH_12
NZL,2001,13.48831849,MH_12
URY,2018,8.835068555,MH_12
AUT,2004,13.55631201,MH_12
ISL,2004,11.65469395,MH_12
VEN,2013,1.606126231,MH_12
SEN,2003,19.12844281,MH_12
SSD,2012,4.457495845,MH_12
GAB,2016,13.76137181,MH_12
ROU,2012,10.37444714,MH_12
STP,2010,0.681141674,MH_12
CZE,2021,10.32397647,MH_12
GAB,2017,3.848384966,MH_12
BFA,2004,27.25525192,MH_12
ARG,2000,9.222034687,MH_12
UGA,2008,4.356953021,MH_12
COM,2005,7.083686098,MH_12
NGA,2013,2.867741537,MH_12
CHE,2017,10.21032906,MH_12
ZAF,2013,19.33680989,MH_12
SRB,2017,17.21031518,MH_12
NLD,2021,5.869173674,MH_12
LSO,2002,28.97409059,MH_12
MNG,2004,33.03871012,MH_12
LBN,2004,0.818158647,MH_12
KGZ,2019,15.6179211,MH_12
NLD,2009,4.576470295,MH_12
BDI,2021,14.76501256,MH_12
TCD,2001,16.19142259,MH_12
WB_HI,2002,16.11244678,MH_12
LAO,2010,3.212534058,MH_12
PNG,2013,1.718421299,MH_12
EGY,2007,1.572933996,MH_12
MDA,2003,19.20967049,MH_12
DOM,2003,4.722571346,MH_12
PAN,2011,7.208019754,MH_12
IRN,2011,2.809933211,MH_12
HTI,2011,9.80047171,MH_12
LVA,2013,4.56064878,MH_12
UGA,2001,5.765143983,MH_12
BDI,2016,6.799372332,MH_12
BGR,2019,6.083088739,MH_12
NLD,2015,9.304713431,MH_12
ETH,2007,18.5220486,MH_12
KIR,2001,21.19289285,MH_12
BDI,2008,14.44711532,MH_12
GTM,2003,21.0035038,MH_12
SAU,2002,5.124030175,MH_12
BGD,2006,4.625036701,MH_12
GEO,2005,3.575674927,MH_12
ITA,2018,7.267466339,MH_12
BRN,2017,2.372456245,MH_12
CYP,2004,0.836981207,MH_12
MDV,2000,3.944706033,MH_12
MEX,2003,4.443825952,MH_12
KWT,2015,1.750558792,MH_12
KWT,2017,2.533090598,MH_12
LBN,2008,0.712462602,MH_12
BFA,2015,7.132162083,MH_12
CZE,2009,20.60715059,MH_12
CHE,2016,5.523645035,MH_12
WB_LI,2011,16.19681133,MH_12
AUT,2001,23.07251569,MH_12
TCD,2004,16.22766837,MH_12
JAM,2018,0.357910017,MH_12
UGA,2003,14.58507123,MH_12
LBN,2004,0.920232967,MH_12
ECU,2010,4.439259488,MH_12
MDV,2016,2.632359636,MH_12
SVN,2012,15.84672203,MH_12
COG,2004,9.236567892,MH_12
OMN,2002,3.262406461,MH_12
URY,2017,31.00872384,MH_12
PAN,2010,4.13672291,MH_12
MAR,2004,4.431206601,MH_12
LUX,2007,10.64560462,MH_12
VNM,2012,4.389248016,MH_12
RUS,2014,8.837140586,MH_12
SVN,2015,5.889963088,MH_12
AUT,2008,5.346137406,MH_12
MLI,2011,8.191978106,MH_12
MYS,2012,2.153180517,MH_12
URY,2011,15.10991161,MH_12
GNQ,2015,9.629980183,MH_12
GIN,2014,12.08552457,MH_12
LSO,2004,33.99566328,MH_12
COD,2010,7.046003434,MH_12
MWI,2004,23.46084927,MH_12
BLR,2021,3.3006079,MH_12
ARE,2003,1.347627872,MH_12
IRL,2007,4.53582104,MH_12
KGZ,2010,12.46623962,MH_12
OMN,2014,2.523631819,MH_12
MWI,2017,23.87609354,MH_12
NZL,2004,19.30987099,MH_12
CUB,2003,5.958690352,MH_12
DJI,2016,8.375305609,MH_12
DEU,2008,14.20549199,MH_12
IRL,2011,4.41084478,MH_12
AGO,2009,23.33320302,MH_12
LAO,2004,9.288435151,MH_12
GNQ,2009,10.04999938,MH_12
CHN,2004,17.08871648,MH_12
AZE,2018,0.832062842,MH_12
NGA,2011,3.081815439,MH_12
COD,2004,7.064259844,MH_12
BEN,2013,5.424672568,MH_12
NPL,2002,7.608570351,MH_12
NIC,2017,8.409291635,MH_12
GUY,2010,31.41476237,MH_12
SYC,2019,12.54322131,MH_12
LUX,2002,6.087100538,MH_12
GNB,2013,19.3570326,MH_12
VUT,2017,29.13361848,MH_12
PRK,2011,11.04685391,MH_12
IRQ,2017,4.188294161,MH_12
TZA,2004,3.770729007,MH_12
TZA,2006,14.11269735,MH_12
VCT,2009,0.624060486,MH_12
AMR,2000,7.829682993,MH_12
FIN,2008,8.349241011,MH_12
NZL,2014,16.8065192,MH_12
EGY,2021,1.111575099,MH_12
WB_HI,2001,16.11007902,MH_12
PRK,2001,8.751834408,MH_12
WB_HI,2017,5.582708358,MH_12
HND,2017,1.385350755,MH_12
SAU,2016,1.765476267,MH_12
COM,2012,6.739262801,MH_12
PNG,2010,2.14211383,MH_12
SRB,2016,10.37583553,MH_12
MUS,2018,4.076167845,MH_12
DNK,2008,6.189024525,MH_12
LBY,2008,4.792937026,MH_12
ATG,2016,0.918080478,MH_12
BDI,2018,6.615049493,MH_12
MNG,2005,6.278397328,MH_12
MNE,2015,4.756050908,MH_12
LAO,2011,8.113254028,MH_12
GNB,2016,6.229746512,MH_12
SEAR,2001,11.17656135,MH_12
SSD,2004,17.18781183,MH_12
CHE,2004,13.71207688,MH_12
BWA,2019,17.21964602,MH_12
LKA,2012,16.99092567,MH_12
UZB,2018,14.97856244,MH_12
NGA,2016,13.67667306,MH_12
LBR,2012,10.11478475,MH_12
SUR,2000,11.21335083,MH_12
NGA,2017,13.43438258,MH_12
LCA,2003,7.831927684,MH_12
COG,2018,17.81866598,MH_12
LCA,2005,1.42667423,MH_12
RUS,2012,28.97653107,MH_12
DOM,2017,6.897202595,MH_12
ARM,2017,5.299555927,MH_12
GIN,2012,5.791275245,MH_12
COM,2013,6.651705275,MH_12
GRC,2000,4.523245685,MH_12
PNG,2009,1.548270542,MH_12
THA,2011,13.64213196,MH_12
GRD,2018,0.201585002,MH_12
ISL,2002,5.730753276,MH_12
FSM,2015,21.78873054,MH_12
OMN,2000,3.608454202,MH_12
SOM,2010,10.02034064,MH_12
MDG,2001,6.204729426,MH_12
DZA,2001,3.935531957,MH_12
MAR,2015,4.197338446,MH_12
PRK,2015,11.4579086,MH_12
GBR,2010,6.950129658,MH_12
IRL,2019,7.472786082,MH_12
WB_LMI,2018,10.58859091,MH_12
PNG,2012,2.139017621,MH_12
SSD,2004,4.247780255,MH_12
SVN,2000,12.73270644,MH_12
TGO,2021,6.406616679,MH_12
PRY,2021,6.532519038,MH_12
GBR,2018,8.349812149,MH_12
KHM,2010,7.981696278,MH_12
SEAR,2014,14.6684516,MH_12
TZA,2013,12.41492118,MH_12
BRA,2015,5.839466785,MH_12
MOZ,2019,20.95242755,MH_12
ALB,2019,4.080286568,MH_12
KGZ,2014,18.24750759,MH_12
CIV,2020,4.200320655,MH_12
AFR,2001,5.347592943,MH_12
QAT,2006,9.144800485,MH_12
COM,2004,10.24344466,MH_12
VUT,2006,20.08268484,MH_12
SLV,2007,17.22121146,MH_12
ESP,2020,3.081881161,MH_12
SEN,2006,5.271886358,MH_12
PRT,2016,12.34953734,MH_12
ERI,2016,20.5751564,MH_12
BEN,2016,12.27457898,MH_12
BGR,2021,6.252868408,MH_12
GIN,2006,10.9207063,MH_12
VUT,2011,19.29828147,MH_12
CMR,2008,5.690497758,MH_12
SWE,2015,12.39507011,MH_12
TON,2005,7.167372569,MH_12
SEAR,2011,12.68304955,MH_12
GRD,2001,0.354087605,MH_12
NER,2004,10.65978767,MH_12
GLOBAL,2007,7.606935111,MH_12
LBR,2021,9.647127603,MH_12
GUY,2004,49.1326432,MH_12
BEL,2001,27.92825231,MH_12
ISL,2011,4.72826037,MH_12
TON,2007,7.265950441,MH_12
BDI,2008,22.96194478,MH_12
PRY,2016,9.195309963,MH_12
BRN,2015,1.860986105,MH_12
KIR,2016,6.365726802,MH_12
ROU,2005,3.216051594,MH_12
VUT,2018,7.795632809,MH_12
BDI,2005,26.13840178,MH_12
MOZ,2014,35.83425295,MH_12
TKM,2002,4.621282966,MH_12
LBN,2009,0.863099977,MH_12
ISL,2014,8.075194221,MH_12
IRN,2007,6.261937263,MH_12
COG,2013,19.79340744,MH_12
OMN,2019,1.820612409,MH_12
LSO,2008,16.83118785,MH_12
MDV,2011,4.588327766,MH_12
IRN,2000,5.899583304,MH_12
GMB,2000,5.697258753,MH_12
KWT,2011,0.476536015,MH_12
NAM,2013,11.51930839,MH_12
NGA,2004,9.644033568,MH_12
SYR,2009,0.691427246,MH_12
CZE,2009,3.630638255,MH_12
VUT,2015,18.64204539,MH_12
GBR,2014,7.534065068,MH_12
GNQ,2013,9.3935639,MH_12
VNM,2010,4.474880416,MH_12
CHE,2015,10.62726015,MH_12
AFR,2015,11.10626468,MH_12
TJK,2011,3.750779722,MH_12
CIV,2007,11.39982481,MH_12
PNG,2010,1.584703605,MH_12
BFA,2008,7.264393653,MH_12
SDN,2004,4.747198544,MH_12
CIV,2011,5.394522224,MH_12
PHL,2005,1.279427301,MH_12
KIR,2017,20.5160549,MH_12
RUS,2001,46.23379148,MH_12
BWA,2017,6.77468041,MH_12
JAM,2017,3.175816204,MH_12
ZWE,2021,15.78845411,MH_12
HRV,2014,12.24062954,MH_12
CRI,2011,6.366255498,MH_12
SYC,2011,1.35178093,MH_12
LCA,2019,12.43758282,MH_12
ALB,2016,2.457733586,MH_12
TLS,2015,4.314797527,MH_12
LBR,2000,12.24813544,MH_12
ARG,2010,14.00860949,MH_12
LUX,2017,4.499988454,MH_12
PRT,2011,7.995987812,MH_12
MNG,2019,5.360811308,MH_12
CZE,2017,11.23669697,MH_12
TUN,2007,4.055875036,MH_12
MWI,2015,12.27247667,MH_12
IRQ,2019,6.499428424,MH_12
CAN,2002,17.04937194,MH_12
PAN,2011,4.080774237,MH_12
BHS,2002,3.060499312,MH_12
CAF,2020,35.96125518,MH_12
SDN,2006,3.381948786,MH_12
CYP,2006,4.073622142,MH_12
COD,2006,14.44228575,MH_12
BFA,2019,15.3652943,MH_12
VCT,2000,12.44841224,MH_12
QAT,2014,6.334543396,MH_12
TJK,2019,4.751908508,MH_12
GRD,2009,2.522856908,MH_12
CHN,2017,7.07541792,MH_12
MWI,2015,4.166981225,MH_12
EUR,2021,16.25743058,MH_12
ETH,2010,17.66756597,MH_12
BHS,2002,5.56120664,MH_12
VCT,2013,6.445379546,MH_12
IRN,2001,6.949030862,MH_12
LCA,2021,4.730579537,MH_12
DOM,2012,5.37977374,MH_12
HND,2008,7.047270602,MH_12
LBY,2015,8.886598585,MH_12
MDV,2018,0.479235145,MH_12
CUB,2003,18.25048164,MH_12
TZA,2011,3.551123315,MH_12
JAM,2020,2.845724396,MH_12
ZMB,2014,4.367953876,MH_12
GNB,2017,19.22223752,MH_12
SEN,2005,5.456514607,MH_12
LAO,2000,7.345842205,MH_12
NZL,2015,6.308417454,MH_12
ERI,2005,22.03441576,MH_12
WB_UMI,2016,7.013116883,MH_12
SWZ,2012,14.77729523,MH_12
EMR,2014,2.63258832,MH_12
TON,2014,5.766387812,MH_12
ESP,2001,2.776466615,MH_12
SLV,2011,3.649375845,MH_12
MLT,2000,2.419316051,MH_12
CIV,2003,20.0378156,MH_12
HTI,2001,10.73492961,MH_12
WB_HI,2013,21.08328151,MH_12
AZE,2011,4.406600837,MH_12
SRB,2019,4.687695722,MH_12
VCT,2018,0.0,MH_12
SYC,2009,1.392792572,MH_12
BDI,2004,27.56090001,MH_12
MAR,2008,4.497149236,MH_12
BRN,2009,1.184325171,MH_12
NZL,2003,19.17187858,MH_12
BDI,2006,25.25853153,MH_12
CIV,2012,4.932228859,MH_12
ISL,2016,3.591140837,MH_12
WB_LI,2004,6.021544894,MH_12
GAB,2010,13.41443447,MH_12
RWA,2018,13.18110499,MH_12
GLOBAL,2007,15.82297839,MH_12
TKM,2013,4.408446563,MH_12
KOR,2006,13.28618986,MH_12
LKA,2018,6.122324565,MH_12
ISR,2012,6.024789497,MH_12
BEL,2008,16.47493645,MH_12
NER,2014,5.82680303,MH_12
CMR,2013,14.54627664,MH_12
ETH,2014,4.37343297,MH_12
GIN,2006,7.921776192,MH_12
PER,2019,2.994878589,MH_12
TCD,2017,10.7997144,MH_12
SAU,2008,3.191157951,MH_12
MDV,2014,0.573808309,MH_12
NOR,2001,6.119505781,MH_12
STP,2000,2.116950896,MH_12
MRT,2001,3.442312864,MH_12
HRV,2012,5.263587181,MH_12
CIV,2010,14.53596598,MH_12
COM,2019,12.03469381,MH_12
KGZ,2003,25.70707911,MH_12
TTO,2012,15.31026386,MH_12
OMN,2018,1.839516748,MH_12
PRT,2004,3.381115943,MH_12
TTO,2007,3.319891073,MH_12
TGO,2006,6.641649744,MH_12
SWE,2010,11.85107524,MH_12
LKA,2020,11.86779433,MH_12
BRB,2011,6.956074412,MH_12
PRY,2005,6.42291067,MH_12
DOM,2015,1.978461429,MH_12
BEN,2002,12.08163206,MH_12
GNB,2018,11.71542153,MH_12
BDI,2014,14.06111349,MH_12
DZA,2002,3.817057894,MH_12
BDI,2000,31.64308899,MH_12
YEM,2003,7.251303868,MH_12
VUT,2006,30.43263661,MH_12
GNQ,2020,11.14376951,MH_12
BRB,2002,1.117799893,MH_12
MDV,2015,2.60616167,MH_12
LKA,2009,8.083499293,MH_12
SEAR,2015,11.74025573,MH_12
MLI,2018,8.189104235,MH_12
ALB,2004,4.482943763,MH_12
GRC,2008,2.59204775,MH_12
SVN,2009,27.11729126,MH_12
HRV,2007,12.93581387,MH_12
URY,2001,13.38250545,MH_12
CHL,2014,15.42763351,MH_12
MLI,2002,10.22166614,MH_12
ETH,2011,5.111420951,MH_12
CMR,2021,5.990417042,MH_12
AFR,2003,11.77501048,MH_12
STP,2010,1.97580973,MH_12
COL,2007,1.82182106,MH_12
PER,2012,3.429074427,MH_12
AFG,2000,9.609621633,MH_12
SDN,2014,4.476083494,MH_12
DEU,2004,4.835778785,MH_12
AUT,2011,5.706591692,MH_12
NGA,2004,16.34423095,MH_12
PER,2006,1.245819074,MH_12
WB_HI,2017,12.26305686,MH_12
MOZ,2005,23.34491453,MH_12
MEX,2011,9.018634865,MH_12
KEN,2021,4.599604464,MH_12
EST,2014,5.127270735,MH_12
TON,2001,7.484707489,MH_12
LBN,2003,1.028760319,MH_12
SDN,2010,4.408512209,MH_12
ATG,2008,0.244733079,MH_12
SVN,2002,8.601446619,MH_12
NIC,2006,9.907448091,MH_12
ERI,2012,21.42761174,MH_12
PER,2018,1.059289017,MH_12
CIV,2008,20.27468093,MH_12
EST,2018,4.725621655,MH_12
AMR,2003,12.9659067,MH_12
ZAF,2002,27.84765614,MH_12
PAK,2007,8.283519635,MH_12
SAU,2005,3.232231603,MH_12
RUS,2021,17.90210383,MH_12
MOZ,2007,14.78642899,MH_12
PNG,2012,2.611536039,MH_12
CYP,2021,1.563346074,MH_12
GNQ,2008,4.747091146,MH_12
MMR,2019,3.112018568,MH_12
PAK,2008,12.08637733,MH_12
BRN,2021,2.802351076,MH_12
LTU,2018,6.351125074,MH_12
ERI,2019,10.15435241,MH_12
BLR,2017,4.565058497,MH_12
CHL,2002,9.823198953,MH_12
WB_UMI,2010,11.26511287,MH_12
YEM,2008,6.777955966,MH_12
BOL,2021,5.122942882,MH_12
TZA,2013,7.417867274,MH_12
GEO,2020,5.002221267,MH_12
MDG,2018,5.424178581,MH_12
SVK,2013,10.00627233,MH_12
LAO,2007,3.30064409,MH_12
POL,2004,27.2004759,MH_12
CZE,2018,10.91807652,MH_12
WB_HI,2016,5.684320452,MH_12
ZWE,2000,9.398279534,MH_12
OMN,2010,2.548259637,MH_12
AFR,2010,18.40108793,MH_12
SLE,2004,12.85518124,MH_12
BFA,2017,6.995078887,MH_12
EUR,2002,18.22628268,MH_12
COM,2014,6.80400657,MH_12
MDV,2021,3.180063504,MH_12
USA,2008,11.25762274,MH_12
LUX,2020,3.876453116,MH_12
CMR,2016,6.131672236,MH_12
ECU,2021,7.415481888,MH_12
JAM,2018,1.642418462,MH_12
GUY,2002,55.06605893,MH_12
DZA,2009,2.690906252,MH_12
NPL,2016,7.746742878,MH_12
KGZ,2014,4.628667703,MH_12
AGO,2020,5.719630501,MH_12
TTO,2019,20.68207772,MH_12
BGR,2018,3.148153242,MH_12
AUT,2016,5.744237652,MH_12
SWE,2005,17.35479343,MH_12
GNQ,2016,5.245312018,MH_12
HTI,2015,6.168035823,MH_12
BGR,2016,10.78810801,MH_12
MNG,2005,19.45819413,MH_12
DOM,2016,11.37092557,MH_12
BRB,2009,3.870154025,MH_12
TCD,2010,7.19622713,MH_12
ATG,2011,0.0,MH_12
LSO,2003,31.45225388,MH_12
DZA,2016,2.139604078,MH_12
SLB,2014,35.04236548,MH_12
TUN,2005,1.987821411,MH_12
IRL,2014,17.19214965,MH_12
MDG,2014,5.645536649,MH_12
AFG,2010,7.958303118,MH_12
IDN,2013,1.273754736,MH_12
ARG,2018,9.131158692,MH_12
CIV,2019,4.286947307,MH_12
SUR,2018,13.08665507,MH_12
FRA,2009,14.0949496,MH_12
GRD,2007,0.585800857,MH_12
GLOBAL,2001,18.04380188,MH_12
PNG,2016,2.880814405,MH_12
DJI,2021,10.12540417,MH_12
NER,2009,8.238764976,MH_12
PAN,2006,11.2076151,MH_12
AGO,2006,6.164550361,MH_12
LKA,2002,51.44745339,MH_12
EUR,2019,10.90807459,MH_12
TZA,2014,3.230811907,MH_12
VUT,2003,8.766967928,MH_12
BRB,2003,1.145031329,MH_12
PRI,2008,12.30952338,MH_12
DZA,2019,2.173590745,MH_12
SYR,2017,0.725680811,MH_12
WB_HI,2003,25.98150572,MH_12
LSO,2019,36.77149902,MH_12
VEN,2000,1.949197354,MH_12
UZB,2005,23.48784819,MH_12
TLS,2014,2.852059661,MH_12
AMR,2018,4.050484001,MH_12
MNG,2008,33.32483198,MH_12
IRL,2012,19.16321107,MH_12
CHN,2004,13.30248149,MH_12
GRC,2005,4.481775276,MH_12
BGR,2014,11.87388044,MH_12
SWE,2002,6.882873715,MH_12
SOM,2019,15.49735837,MH_12
BRB,2004,1.19318594,MH_12
LCA,2009,12.48152258,MH_12
AFG,2016,3.532212431,MH_12
FRA,2006,14.35115242,MH_12
HND,2004,1.657472902,MH_12
SEN,2014,5.47247532,MH_12
ETH,2016,9.950939983,MH_12
JAM,2004,1.765833335,MH_12
SDN,2018,4.327405608,MH_12
MRT,2006,3.225006259,MH_12
UKR,2019,5.199595736,MH_12
ETH,2008,18.35712346,MH_12
CRI,2008,5.372917592,MH_12
PRT,2002,3.831924012,MH_12
KGZ,2003,14.99899185,MH_12
DJI,2006,9.564301654,MH_12
SSD,2002,17.08096684,MH_12
DJI,2013,8.082268953,MH_12
KEN,2017,10.17138882,MH_12
LTU,2006,29.77425579,MH_12
